Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
16,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Yaoundé,Yes,5,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,French,Yes,Yes,Fluent,Moderate
12,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,No,4,Yes,No,Mix of MT and French,Mix of Pidgin and French,Yes,Yes,Yes,Meta (mother tongue),Yes,Yes,Basic,Strong
4,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Yaoundé,Yes,3,Yes,No,English,Mix of MT and Pidgin,Yes,No,No,French,Yes,No,Minimal,Weak
13,Female,Bakweri,Bakweri,Bakweri,Yes,South West,Douala,Yes,4,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,Mokpwe (mother tongue),Yes,No,Basic,Weak
17,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,No,2,Yes,No,Mix of MT and French,Meta (mother tongue),Yes,No,Yes,French,No,Yes,Basic,Weak
6,Male,Meta,Meta,Bakweri,No,Bamenda,Bafoussam,No,4,Yes,No,Mix of MT and Pidgin,Meta (mother tongue),Yes,No,No,English,Yes,Yes,Basic,Weak
23,Female,Meta,Meta,Bakweri,No,North West,Meta Village,Yes,0,Yes,No,French,Meta (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Basic,Strong
20,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Garoua,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,French,Yes,Yes,Conversational,Moderate
11,Male,Bakweri,Bakweri,Bafut,No,Littoral,Bakweri Village,No,2,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,Yes,French,Yes,Yes,Conversational,Moderate
24,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Yaoundé,No,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
7,Female,Bakweri,Bakweri,Meta,No,South West,Bakweri Village,Yes,3,No,Yes,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,No,No,English,Yes,No,Basic,Detached
15,Male,Bakweri,Bakweri,Meta,No,Bamenda,Limbe,Yes,2,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,Mokpwe (mother tongue),No,Yes,Basic,Weak
22,Female,Meta,Meta,Meta,Yes,Yaoundé,Bafoussam,No,7,No,No,Meta (mother tongue),Mix of Pidgin and French,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,Basic,Weak
22,Male,Bafut,Bafut,Bafut,Yes,Littoral,Douala,Yes,5,No,No,French,English,Yes,No,Yes,Cameroonian Pidgin English,No,No,None,Weak
4,Male,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,Yes,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),Yes,Yes,Basic,Weak
13,Female,Fulani,Fulani,Bafut,No,Bamenda,Douala,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Fulfulde,Yes,No,Conversational,Moderate
22,Female,Bafut,Bafut,Fulani,No,Littoral,Douala,Yes,2,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,English,No,Yes,Basic,Moderate
22,Female,Bafut,Bafut,Bafut,Yes,Douala,Bafut Village,No,2,No,No,English,Bafut (mother tongue),No,Yes,No,Bafut (mother tongue),No,Yes,Minimal,Detached
11,Female,Bakweri,Bakweri,Bafut,No,Yaoundé,Bakweri Village,Yes,4,No,Yes,Mokpwe (mother tongue),English,No,No,No,English,No,No,Minimal,Detached
16,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Ngaoundéré,Yes,4,Yes,No,Cameroonian Pidgin English,Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Basic,Strong
7,Female,Bafut,Bafut,Bafut,Yes,North West,Bafut Village,Yes,2,No,Yes,Bafut (mother tongue),French,No,No,No,French,No,Yes,Minimal,Detached
17,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Douala,No,1,No,No,Mokpwe (mother tongue),French,No,No,No,Mokpwe (mother tongue),No,Yes,Minimal,Detached
24,Female,Meta,Meta,Fulani,No,Centre,Bafoussam,No,2,Yes,No,Mix of MT and French,English,Yes,No,No,English,No,Yes,Minimal,Detached
20,Female,Meta,Meta,Bakweri,No,North West,Bafoussam,Yes,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,French,Yes,Yes,Basic,Moderate
22,Male,Bakweri,Bakweri,Bakweri,Yes,Douala,Douala,Yes,4,No,No,English,Cameroonian Pidgin English,Yes,No,No,Cameroonian Pidgin English,Yes,Yes,None,Detached
24,Female,Bafut,Bafut,Bafut,Yes,Centre,Bafut Village,Yes,2,Yes,No,Bafut (mother tongue),Mix of MT and Pidgin,Yes,Yes,No,English,Yes,Yes,Conversational,Moderate
4,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Douala,Yes,1,No,No,English,French,Yes,No,No,French,Yes,Yes,None,Detached
19,Male,Bakweri,Bakweri,Bakweri,Yes,Douala,Buea,Yes,4,No,No,Mix of MT and English,Mix of MT and Pidgin,Yes,No,No,Cameroonian Pidgin English,Yes,No,None,Detached
18,Female,Meta,Meta,Bafut,No,North West,Bamenda,No,2,Yes,No,Meta (mother tongue),Mix of MT and French,No,No,No,English,No,Yes,Minimal,Detached
11,Female,Fulani,Fulani,Fulani,Yes,Douala,Maroua,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Conversational,Moderate
18,Female,Bafut,Bafut,Bafut,Yes,Douala,Bafut Village,Yes,2,Yes,Yes,Mix of MT and French,Bafut (mother tongue),Yes,Yes,Yes,Bafut (mother tongue),No,No,Conversational,Strong
12,Female,Bafut,Bafut,Bafut,Yes,Buea,Douala,No,4,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,English,Yes,Yes,Conversational,Weak
24,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Douala,Yes,2,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Moderate
21,Male,Fulani,Fulani,Fulani,Yes,Far North,Garoua,Yes,5,No,No,Fulfulde (mother tongue),Cameroonian Pidgin English,Yes,No,Yes,Arabic (Quran),Yes,No,Basic,Weak
7,Male,Bakweri,Bakweri,Fulani,No,Buea,Buea,No,1,Yes,No,English,Mokpwe (mother tongue),No,No,No,French,Yes,No,Minimal,Weak
17,Male,Fulani,Fulani,Fulani,Yes,Buea,Ngaoundéré,No,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Fulfulde,No,Yes,Conversational,Moderate
21,Male,Meta,Meta,Meta,Yes,Bamenda,Douala,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Meta (mother tongue),No,Yes,Basic,Weak
9,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,Yes,4,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,No,Yes,Cameroonian Pidgin English,No,Yes,Conversational,Weak
10,Male,Bakweri,Bakweri,Bafut,No,Yaoundé,Douala,No,7,No,No,French,English,No,No,Yes,French,Yes,Yes,None,Weak
4,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Buea,Yes,7,No,No,Cameroonian Pidgin English,Mix of MT and Pidgin,Yes,No,No,French,No,No,None,Detached
11,Male,Meta,Meta,Bafut,No,Buea,Meta Village,Yes,5,Yes,No,Mix of MT and Pidgin,English,Yes,Yes,No,French,Yes,No,Minimal,Moderate
7,Male,Fulani,Fulani,Fulani,Yes,Douala,Maroua,Yes,2,No,No,Fulfulde (mother tongue),Mix of Fulfulde and French,Yes,No,Yes,Does not attend,Yes,Yes,Basic,Moderate
24,Female,Bafut,Bafut,Bafut,Yes,Centre,Yaoundé,No,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),No,No,Yes,French,No,Yes,Basic,Weak
7,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Buea,Yes,6,Yes,Yes,Mokpwe (mother tongue),Mix of MT and Pidgin,Yes,No,No,French,Yes,No,Basic,Weak
12,Male,Meta,Meta,Bafut,No,South West,Bafoussam,Yes,2,Yes,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,Meta (mother tongue),No,No,Conversational,Moderate
5,Male,Bafut,Bafut,Bafut,Yes,Centre,Bamenda,No,2,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,English,Yes,Yes,Minimal,Detached
